iter	Passed	Remaining
1695	3496	6811
1696	3497	6808
1697	3499	6805
1698	3501	6803
1699	3503	6801
1700	3505	6798
1701	3507	6796
1702	3509	6793
1703	3511	6791
1704	3513	6789
1705	3514	6786
1706	3516	6784
1707	3518	6781
1708	3520	6779
1709	3523	6778
1710	3525	6776
1711	3527	6773
1712	3528	6771
1713	3530	6768
1714	3532	6766
1715	3534	6764
1716	3536	6762
1717	3538	6760
1718	3540	6758
1719	3542	6756
1720	3545	6754
1721	3547	6752
1722	3549	6750
1723	3551	6748
1724	3553	6745
1725	3555	6743
1726	3556	6740
1727	3558	6738
1728	3560	6736
1729	3562	6734
1730	3565	6732
1731	3566	6729
1732	3568	6726
1733	3570	6725
1734	3572	6722
1735	3574	6720
1736	3576	6717
1737	3577	6715
1738	3579	6713
1739	3581	6711
1740	3583	6708
1741	3585	6706
1742	3587	6703
1743	3589	6701
1744	3591	6699
1745	3593	6696
1746	3595	6694
1747	3596	6691
1748	3600	6691
1749	3601	6689
1750	3603	6687
1751	3605	6684
1752	3607	6681
1753	3609	6679
1754	3611	6676
1755	3612	6674
1756	3614	6672
1757	3616	6669
1758	3618	6667
1759	3620	6665
1760	3622	6662
1761	3624	6660
1762	3626	6657
1763	3628	6655
1764	3630	6653
1765	3632	6651
1766	3633	6648
1767	3635	6646
1768	3637	6643
1769	3639	6641
1770	3641	6639
1771	3643	6636
1772	3644	6634
1773	3646	6631
1774	3648	6629
1775	3650	6627
1776	3652	6624
1777	3654	6622
1778	3656	6619
1779	3658	6617
1780	3659	6615
1781	3661	6612
1782	3663	6610
1783	3665	6607
1784	3667	6605
1785	3669	6603
1786	3670	6599
1787	3672	6597
1788	3674	6595
1789	3676	6593
1790	3678	6591
1791	3680	6588
1792	3682	6586
1793	3684	6583
1794	3686	6581
1795	3687	6579
1796	3689	6576
1797	3691	6574
1798	3693	6571
1799	3695	6569
1800	3696	6566
1801	3699	6564
1802	3700	6562
1803	3702	6559
1804	3704	6558
1805	3706	6555
1806	3708	6553
1807	3710	6550
1808	3712	6547
1809	3713	6545
1810	3715	6543
1811	3717	6541
1812	3719	6538
1813	3721	6536
1814	3723	6533
1815	3724	6530
1816	3726	6528
1817	3728	6525
1818	3730	6523
1819	3732	6521
1820	3734	6519
1821	3736	6517
1822	3739	6516
1823	3740	6513
1824	3742	6511
1825	3744	6509
1826	3746	6507
1827	3748	6504
1828	3750	6502
1829	3752	6499
1830	3754	6498
1831	3756	6495
1832	3758	6493
1833	3759	6490
1834	3761	6488
1835	3764	6486
1836	3765	6483
1837	3767	6481
1838	3769	6479
1839	3771	6476
1840	3773	6474
1841	3775	6472
1842	3777	6470
1843	3779	6468
1844	3781	6466
1845	3783	6464
1846	3785	6461
1847	3787	6459
1848	3789	6457
1849	3791	6455
1850	3793	6453
1851	3795	6450
1852	3796	6448
1853	3798	6444
1854	3799	6442
1855	3802	6440
1856	3803	6438
1857	3805	6435
1858	3807	6433
1859	3809	6431
1860	3811	6429
1861	3813	6427
1862	3815	6424
1863	3817	6422
1864	3819	6419
1865	3821	6417
1866	3823	6415
1867	3824	6412
1868	3826	6410
1869	3828	6408
1870	3830	6406
1871	3832	6403
1872	3833	6400
1873	3835	6398
1874	3837	6395
1875	3838	6392
1876	3841	6390
1877	3842	6388
1878	3844	6385
1879	3846	6383
1880	3848	6381
1881	3850	6379
1882	3852	6376
1883	3854	6374
1884	3855	6372
1885	3857	6369
1886	3860	6368
1887	3862	6365
1888	3863	6363
1889	3865	6361
1890	3867	6358
1891	3869	6356
1892	3871	6354
1893	3873	6352
1894	3875	6350
1895	3878	6348
1896	3879	6346
1897	3881	6344
1898	3883	6342
1899	3885	6340
1900	3887	6337
1901	3889	6335
1902	3891	6333
1903	3893	6330
1904	3895	6328
1905	3896	6325
1906	3898	6323
1907	3900	6321
1908	3902	6318
1909	3904	6316
1910	3907	6315
1911	3909	6313
1912	3911	6311
1913	3912	6307
1914	3913	6305
1915	3915	6302
1916	3917	6301
1917	3919	6298
1918	3922	6297
1919	3924	6294
1920	3926	6293
1921	3928	6291
1922	3930	6289
1923	3932	6287
1924	3934	6285
1925	3936	6283
1926	3938	6280
1927	3940	6278
1928	3942	6276
1929	3943	6273
1930	3945	6271
1931	3947	6268
1932	3948	6265
1933	3950	6263
1934	3952	6260
1935	3954	6258
1936	3956	6256
1937	3958	6253
1938	3960	6251
1939	3961	6249
1940	3963	6246
1941	3965	6244
1942	3967	6242
1943	3969	6240
1944	3971	6237
1945	3973	6235
1946	3974	6232
1947	3976	6230
1948	3978	6228
1949	3980	6225
1950	3982	6223
1951	3984	6221
1952	3986	6219
1953	3987	6216
1954	3989	6214
1955	3991	6211
1956	3993	6209
1957	3995	6207
1958	3997	6204
1959	3998	6201
1960	4000	6199
1961	4001	6196
1962	4003	6194
1963	4005	6192
1964	4007	6189
1965	4009	6187
1966	4011	6184
1967	4013	6182
1968	4015	6180
1969	4017	6178
1970	4019	6176
1971	4020	6173
1972	4022	6171
1973	4024	6169
1974	4026	6166
1975	4027	6163
1976	4029	6161
1977	4031	6159
1978	4033	6156
1979	4034	6154
1980	4036	6151
1981	4038	6149
1982	4040	6147
1983	4042	6144
1984	4044	6142
1985	4046	6140
1986	4047	6137
1987	4049	6135
1988	4051	6133
1989	4053	6130
1990	4055	6128
1991	4056	6126
1992	4058	6123
1993	4060	6121
1994	4062	6119
1995	4063	6115
1996	4065	6113
1997	4067	6111
1998	4069	6108
1999	4071	6106
2000	4073	6104
2001	4075	6102
2002	4077	6100
2003	4078	6097
2004	4080	6095
2005	4082	6093
2006	4085	6092
2007	4087	6089
2008	4088	6087
2009	4091	6086
2010	4093	6084
2011	4095	6081
2012	4096	6079
2013	4098	6076
2014	4100	6074
2015	4102	6072
2016	4103	6069
2017	4105	6066
2018	4107	6064
2019	4109	6062
2020	4111	6060
2021	4113	6058
2022	4115	6055
2023	4116	6053
2024	4118	6051
2025	4120	6048
2026	4122	6046
2027	4123	6043
2028	4125	6041
2029	4127	6038
2030	4129	6036
2031	4131	6034
2032	4133	6032
2033	4135	6029
2034	4136	6027
2035	4138	6025
2036	4140	6022
2037	4142	6020
2038	4143	6017
2039	4145	6014
2040	4147	6012
2041	4149	6010
2042	4151	6008
2043	4153	6006
2044	4155	6004
2045	4157	6002
2046	4159	6000
2047	4161	5997
2048	4163	5995
2049	4164	5993
2050	4166	5991
2051	4169	5989
2052	4170	5987
2053	4172	5984
2054	4174	5982
2055	4175	5979
2056	4177	5977
2057	4179	5975
2058	4181	5972
2059	4183	5970
2060	4185	5968
2061	4187	5966
2062	4189	5964
2063	4191	5961
2064	4192	5959
2065	4194	5956
2066	4196	5954
2067	4198	5952
2068	4200	5950
2069	4202	5948
2070	4203	5945
2071	4205	5943
2072	4207	5941
2073	4209	5938
2074	4211	5936
2075	4213	5934
2076	4215	5931
2077	4216	5929
2078	4218	5927
2079	4220	5925
2080	4222	5922
2081	4224	5920
2082	4226	5918
2083	4227	5915
2084	4229	5913
2085	4231	5911
2086	4233	5909
2087	4235	5906
2088	4237	5904
2089	4239	5902
2090	4240	5899
2091	4242	5897
2092	4244	5895
2093	4246	5893
2094	4248	5891
2095	4249	5888
2096	4251	5885
2097	4253	5883
2098	4255	5881
2099	4257	5879
2100	4259	5876
2101	4260	5874
2102	4262	5872
2103	4264	5870
2104	4266	5867
2105	4268	5865
2106	4270	5863
2107	4272	5860
2108	4274	5859
2109	4276	5857
2110	4278	5855
2111	4280	5853
2112	4282	5850
2113	4284	5848
2114	4286	5846
2115	4288	5845
2116	4290	5842
2117	4293	5842
2118	4296	5841
2119	4298	5839
2120	4300	5837
2121	4302	5835
2122	4304	5833
2123	4306	5831
2124	4308	5829
2125	4310	5827
2126	4312	5825
2127	4314	5822
2128	4315	5820
2129	4317	5817
2130	4319	5815
2131	4321	5813
2132	4323	5810
2133	4324	5808
2134	4326	5806
2135	4328	5803
2136	4330	5801
2137	4332	5799
2138	4334	5797
2139	4336	5795
2140	4338	5792
2141	4339	5790
2142	4342	5788
2143	4343	5786
2144	4345	5784
2145	4347	5781
2146	4349	5779
2147	4351	5777
2148	4353	5775
2149	4355	5773
2150	4356	5770
2151	4358	5768
2152	4360	5766
2153	4362	5764
2154	4364	5762
2155	4366	5759
2156	4368	5757
2157	4370	5755
2158	4372	5753
2159	4374	5751
2160	4375	5748
2161	4377	5746
2162	4379	5744
2163	4381	5742
2164	4384	5740
2165	4386	5739
2166	4388	5737
2167	4390	5735
2168	4392	5733
2169	4394	5730
2170	4396	5728
2171	4398	5726
2172	4399	5723
2173	4401	5721
2174	4403	5719
2175	4404	5716
2176	4406	5714
2177	4408	5712
2178	4410	5710
2179	4412	5707
2180	4414	5705
2181	4416	5703
2182	4418	5701
2183	4419	5698
2184	4421	5696
2185	4423	5694
2186	4425	5691
2187	4427	5689
2188	4429	5687
2189	4431	5685
2190	4433	5683
2191	4435	5681
2192	4437	5679
2193	4438	5677
2194	4440	5674
2195	4442	5672
2196	4444	5670
2197	4446	5668
2198	4448	5666
2199	4450	5663
2200	4451	5661
2201	4453	5659
2202	4455	5657
2203	4457	5655
2204	4459	5653
2205	4462	5651
2206	4463	5649
2207	4465	5647
2208	4468	5645
2209	4470	5643
2210	4471	5640
2211	4473	5638
2212	4475	5636
2213	4477	5634
2214	4479	5632
2215	4481	5630
2216	4483	5628
2217	4485	5626
2218	4487	5623
2219	4489	5621
2220	4491	5619
2221	4493	5617
2222	4495	5615
2223	4497	5613
2224	4498	5611
2225	4500	5608
2226	4502	5606
2227	4504	5604
2228	4506	5602
2229	4508	5600
2230	4510	5597
2231	4512	5595
2232	4514	5593
2233	4521	5597
2234	4523	5595
2235	4525	5593
2236	4527	5591
2237	4528	5589
2238	4530	5586
2239	4532	5584
2240	4534	5582
2241	4536	5580
2242	4538	5578
2243	4540	5576
2244	4542	5573
2245	4544	5571
2246	4545	5569
2247	4547	5567
2248	4549	5565
2249	4551	5562
2250	4553	5561
2251	4555	5558
2252	4556	5556
2253	4558	5553
2254	4560	5551
2255	4562	5549
2256	4564	5547
2257	4567	5545
2258	4569	5544
2259	4571	5542
2260	4573	5539
2261	4574	5537
2262	4576	5535
2263	4578	5532
2264	4580	5530
2265	4582	5529
2266	4584	5527
2267	4586	5525
2268	4588	5523
2269	4590	5521
2270	4592	5519
2271	4594	5516
2272	4596	5514
2273	4598	5512
2274	4600	5510
2275	4602	5508
2276	4603	5505
2277	4605	5503
2278	4607	5500
2279	4609	5498
2280	4611	5496
2281	4613	5494
2282	4614	5492
2283	4616	5489
2284	4618	5487
2285	4620	5485
2286	4622	5483
2287	4624	5481
2288	4626	5479
2289	4628	5476
2290	4630	5474
2291	4631	5472
2292	4633	5470
2293	4635	5468
2294	4637	5465
2295	4639	5463
2296	4641	5461
2297	4643	5459
2298	4644	5456
2299	4646	5454
2300	4648	5452
2301	4650	5450
2302	4652	5448
2303	4654	5446
2304	4656	5443
2305	4658	5442
2306	4660	5440
2307	4662	5438
2308	4664	5436
2309	4666	5433
2310	4668	5431
2311	4669	5429
2312	4671	5427
2313	4674	5425
2314	4675	5422
2315	4677	5421
2316	4679	5419
2317	4681	5417
2318	4684	5415
2319	4686	5413
2320	4687	5410
2321	4689	5408
2322	4691	5406
2323	4693	5404
2324	4695	5402
2325	4697	5400
2326	4699	5398
2327	4701	5395
2328	4702	5393
2329	4704	5391
2330	4707	5389
2331	4709	5387
2332	4711	5385
2333	4712	5383
2334	4714	5381
2335	4716	5379
2336	4718	5376
2337	4720	5374
2338	4722	5372
2339	4724	5370
2340	4726	5368
2341	4727	5365
2342	4729	5363
2343	4731	5361
2344	4732	5358
2345	4734	5356
2346	4736	5354
2347	4738	5352
2348	4740	5349
2349	4741	5346
2350	4743	5344
2351	4745	5342
2352	4747	5340
2353	4748	5337
2354	4750	5335
2355	4752	5333
2356	4754	5331
2357	4756	5328
2358	4757	5326
2359	4759	5324
2360	4761	5322
2361	4763	5319
2362	4765	5317
2363	4767	5315
2364	4768	5313
2365	4770	5311
2366	4772	5308
2367	4774	5306
2368	4776	5304
2369	4778	5302
2370	4780	5300
2371	4781	5297
2372	4783	5295
2373	4785	5293
2374	4787	5291
2375	4789	5289
2376	4791	5287
2377	4793	5285
2378	4795	5282
2379	4796	5280
2380	4798	5277
2381	4799	5275
2382	4801	5273
2383	4803	5271
2384	4805	5269
2385	4807	5266
2386	4809	5264
2387	4810	5261
2388	4812	5259
2389	4814	5257
2390	4816	5255
2391	4817	5252
2392	4819	5250
2393	4821	5248
2394	4823	5246
2395	4825	5244
2396	4827	5242
2397	4829	5239
2398	4830	5237
2399	4832	5235
2400	4834	5233
2401	4836	5231
2402	4837	5228
2403	4839	5226
2404	4841	5224
2405	4843	5222
2406	4845	5220
2407	4847	5217
2408	4849	5215
2409	4851	5213
2410	4853	5211
2411	4855	5209
2412	4857	5207
2413	4858	5205
2414	4861	5203
2415	4862	5201
2416	4864	5198
2417	4866	5196
2418	4868	5194
2419	4870	5192
2420	4872	5190
2421	4874	5188
2422	4876	5185
2423	4877	5183
2424	4879	5181
2425	4882	5179
2426	4883	5177
2427	4885	5175
2428	4887	5173
2429	4889	5171
2430	4891	5169
2431	4894	5167
2432	4895	5165
2433	4897	5163
2434	4899	5160
2435	4901	5158
2436	4903	5156
2437	4904	5154
2438	4906	5152
2439	4907	5149
2440	4910	5147
2441	4911	5145
2442	4913	5143
2443	4915	5141
2444	4917	5138
2445	4919	5137
2446	4921	5134
2447	4923	5132
2448	4925	5130
2449	4927	5128
2450	4929	5126
2451	4931	5124
2452	4932	5121
2453	4934	5119
2454	4936	5117
2455	4938	5115
2456	4940	5113
2457	4942	5111
2458	4944	5109
2459	4946	5106
2460	4948	5105
2461	4950	5102
2462	4951	5100
2463	4953	5098
2464	4955	5096
2465	4957	5094
2466	4959	5092
2467	4961	5089
2468	4962	5087
2469	4964	5085
2470	4966	5083
2471	4968	5081
2472	4970	5079
2473	4972	5076
2474	4974	5074
2475	4977	5073
2476	4979	5072
2477	4981	5069
2478	4983	5067
2479	4984	5065
2480	4987	5063
2481	4989	5061
2482	4991	5059
2483	4993	5057
2484	4995	5055
2485	4997	5053
2486	4998	5051
2487	5000	5049
2488	5002	5046
2489	5004	5044
2490	5006	5042
2491	5008	5040
2492	5010	5038
2493	5012	5036
2494	5013	5033
2495	5016	5032
2496	5017	5029
2497	5019	5027
2498	5021	5025
2499	5023	5023
2500	5025	5021
2501	5027	5019
2502	5028	5016
2503	5030	5014
2504	5032	5012
2505	5034	5010
2506	5036	5008
2507	5039	5007
2508	5041	5004
2509	5042	5002
2510	5045	5000
2511	5046	4998
2512	5048	4996
2513	5050	4994
2514	5052	4992
2515	5055	4991
2516	5057	4989
2517	5059	4986
2518	5060	4984
2519	5062	4982
2520	5064	4980
2521	5067	4978
2522	5069	4976
2523	5071	4974
2524	5073	4972
2525	5075	4970
2526	5076	4968
2527	5078	4966
2528	5080	4964
2529	5083	4962
2530	5084	4960
2531	5086	4958
2532	5088	4955
2533	5090	4953
2534	5092	4951
2535	5094	4949
2536	5096	4947
2537	5098	4945
2538	5099	4943
2539	5101	4941
2540	5103	4938
2541	5105	4936
2542	5107	4934
2543	5109	4932
2544	5110	4930
2545	5112	4928
2546	5115	4926
2547	5117	4924
2548	5119	4922
2549	5121	4920
2550	5123	4918
2551	5125	4916
2552	5126	4914
2553	5128	4911
2554	5130	4909
2555	5132	4907
2556	5134	4905
2557	5136	4903
2558	5138	4901
2559	5140	4899
2560	5141	4896
2561	5143	4894
2562	5145	4892
2563	5147	4890
2564	5149	4888
2565	5151	4886
2566	5153	4884
2567	5154	4881
2568	5156	4879
2569	5158	4877
2570	5160	4875
2571	5162	4873
2572	5164	4870
2573	5165	4868
2574	5167	4866
2575	5169	4864
2576	5171	4862
2577	5173	4860
2578	5175	4858
2579	5177	4855
2580	5179	4853
2581	5180	4851
2582	5182	4849
2583	5184	4847
2584	5186	4845
2585	5188	4843
2586	5190	4841
2587	5192	4839
2588	5194	4836
2589	5195	4834
2590	5197	4832
2591	5199	4830
2592	5201	4828
2593	5203	4826
2594	5205	4824
2595	5207	4822
2596	5209	4820
2597	5210	4817
2598	5212	4815
2599	5214	4813
2600	5216	4811
2601	5218	4809
2602	5219	4806
2603	5221	4804
2604	5223	4802
2605	5225	4800
2606	5227	4798
2607	5229	4796
2608	5231	4794
2609	5233	4791
2610	5234	4789
2611	5237	4788
2612	5239	4786
2613	5241	4784
2614	5242	4781
2615	5244	4779
2616	5246	4777
2617	5248	4774
2618	5249	4772
2619	5251	4770
2620	5254	4769
2621	5256	4767
2622	5258	4765
2623	5260	4763
2624	5262	4760
2625	5263	4758
2626	5265	4756
2627	5267	4754
2628	5269	4752
2629	5271	4749
2630	5272	4747
2631	5274	4745
2632	5276	4743
2633	5278	4741
2634	5280	4739
2635	5282	4737
2636	5284	4735
2637	5286	4733
2638	5287	4730
2639	5289	4728
2640	5291	4726
2641	5293	4724
2642	5295	4722
2643	5297	4720
2644	5298	4717
2645	5300	4715
2646	5301	4712
2647	5303	4710
2648	5305	4708
2649	5307	4706
2650	5309	4704
2651	5311	4702
2652	5313	4700
2653	5315	4698
2654	5316	4696
2655	5318	4693
2656	5320	4691
2657	5322	4689
2658	5324	4687
2659	5326	4685
2660	5328	4683
2661	5329	4681
2662	5331	4678
2663	5333	4677
2664	5335	4674
2665	5337	4672
2666	5339	4670
2667	5341	4668
2668	5343	4666
2669	5345	4664
2670	5347	4662
2671	5349	4660
2672	5350	4658
2673	5352	4655
2674	5354	4653
2675	5356	4651
2676	5358	4649
2677	5359	4647
2678	5362	4645
2679	5363	4643
2680	5365	4641
2681	5367	4638
2682	5369	4636
2683	5371	4634
2684	5373	4632
2685	5375	4630
2686	5376	4628
2687	5378	4626
2688	5380	4624
2689	5382	4622
2690	5384	4620
2691	5386	4617
2692	5388	4615
2693	5391	4614
2694	5393	4612
2695	5395	4610
2696	5397	4608
2697	5398	4606
2698	5400	4604
2699	5402	4602
2700	5404	4600
2701	5406	4597
2702	5408	4595
2703	5409	4593
2704	5411	4591
2705	5413	4589
2706	5415	4587
2707	5417	4584
2708	5419	4582
2709	5421	4581
2710	5423	4579
2711	5425	4577
2712	5426	4574
2713	5428	4572
2714	5430	4570
2715	5432	4568
2716	5434	4566
2717	5436	4564
2718	5439	4562
2719	5441	4561
2720	5443	4559
2721	5445	4557
2722	5447	4554
2723	5449	4553
2724	5451	4551
2725	5453	4549
2726	5455	4547
2727	5457	4545
2728	5459	4542
2729	5460	4540
2730	5462	4538
2731	5464	4536
2732	5466	4534
2733	5468	4532
2734	5470	4530
2735	5472	4528
2736	5473	4525
2737	5475	4523
2738	5477	4521
2739	5479	4519
2740	5481	4517
2741	5483	4515
2742	5485	4513
2743	5487	4511
2744	5489	4509
2745	5491	4507
2746	5492	4505
2747	5494	4502
2748	5496	4501
2749	5498	4499
2750	5500	4496
2751	5502	4494
2752	5504	4492
2753	5506	4490
2754	5508	4488
2755	5510	4486
2756	5512	4484
2757	5514	4482
2758	5516	4480
2759	5518	4478
2760	5520	4476
2761	5521	4474
2762	5523	4471
2763	5524	4469
2764	5526	4467
2765	5529	4465
2766	5531	4464
2767	5533	4461
2768	5535	4460
2769	5537	4457
2770	5539	4455
2771	5541	4453
2772	5542	4451
2773	5544	4449
2774	5546	4447
2775	5548	4445
2776	5550	4442
2777	5552	4440
2778	5554	4438
2779	5555	4436
2780	5557	4434
2781	5559	4432
2782	5561	4430
2783	5563	4428
2784	5565	4426
2785	5567	4424
2786	5568	4421
2787	5570	4419
2788	5572	4417
2789	5574	4415
2790	5575	4413
2791	5577	4411
2792	5579	4408
2793	5581	4406
2794	5583	4404
2795	5584	4402
2796	5586	4400
2797	5588	4398
2798	5590	4396
2799	5592	4394
2800	5594	4391
2801	5596	4389
2802	5597	4387
2803	5599	4385
2804	5601	4383
2805	5603	4381
2806	5605	4379
2807	5607	4377
2808	5609	4375
2809	5611	4373
2810	5613	4371
2811	5615	4369
2812	5617	4367
2813	5619	4365
2814	5621	4363
2815	5623	4361
2816	5625	4359
2817	5626	4356
2818	5628	4354
2819	5630	4352
2820	5632	4350
2821	5634	4348
2822	5636	4346
2823	5638	4344
2824	5640	4342
2825	5641	4340
2826	5643	4337
2827	5645	4335
2828	5646	4333
2829	5648	4331
2830	5650	4329
2831	5652	4327
2832	5653	4324
2833	5655	4322
2834	5657	4320
2835	5659	4318
2836	5661	4316
2837	5663	4314
2838	5664	4312
2839	5666	4309
2840	5669	4308
2841	5670	4305
2842	5672	4303
2843	5674	4301
2844	5676	4299
2845	5677	4297
2846	5679	4295
2847	5681	4293
2848	5683	4291
2849	5685	4289
2850	5687	4286
2851	5689	4284
2852	5690	4282
2853	5692	4280
2854	5693	4277
2855	5695	4275
2856	5698	4274
2857	5699	4271
2858	5701	4269
2859	5703	4267
2860	5705	4265
2861	5707	4263
2862	5708	4261
2863	5710	4259
2864	5712	4257
2865	5714	4254
2866	5716	4252
2867	5718	4250
2868	5719	4248
2869	5721	4246
2870	5723	4244
2871	5725	4242
2872	5727	4240
2873	5729	4238
2874	5731	4236
2875	5733	4233
2876	5734	4231
2877	5736	4229
2878	5738	4227
2879	5740	4225
2880	5742	4223
2881	5744	4221
2882	5745	4219
2883	5747	4217
2884	5749	4214
2885	5751	4212
2886	5753	4210
2887	5754	4208
2888	5756	4206
2889	5758	4204
2890	5760	4202
2891	5762	4200
2892	5763	4197
2893	5765	4195
2894	5767	4193
2895	5769	4191
2896	5770	4188
2897	5771	4186
2898	5773	4184
2899	5775	4182
2900	5777	4180
2901	5779	4178
2902	5781	4176
2903	5783	4173
2904	5784	4171
2905	5786	4169
2906	5788	4167
2907	5790	4165
2908	5793	4164
2909	5795	4162
2910	5796	4160
2911	5798	4157
2912	5800	4155
2913	5801	4153
2914	5805	4152
2915	5809	4151
2916	5811	4149
2917	5813	4148
2918	5815	4146
2919	5817	4144
2920	5820	4142
2921	5822	4140
2922	5824	4138
2923	5826	4136
2924	5827	4134
2925	5829	4132
2926	5831	4130
2927	5833	4128
2928	5835	4126
2929	5837	4123
2930	5839	4121
2931	5840	4119
2932	5842	4117
2933	5844	4115
2934	5846	4113
2935	5848	4111
2936	5850	4109
2937	5851	4107
2938	5853	4104
2939	5855	4102
2940	5857	4100
2941	5859	4098
2942	5861	4096
2943	5863	4094
2944	5864	4092
2945	5866	4090
2946	5868	4088
2947	5870	4086
2948	5872	4084
2949	5874	4081
2950	5875	4079
2951	5877	4077
2952	5879	4075
2953	5881	4073
2954	5883	4071
2955	5885	4069
2956	5887	4067
2957	5888	4065
2958	5890	4063
2959	5892	4061
2960	5894	4059
2961	5896	4056
2962	5897	4054
2963	5899	4052
2964	5901	4050
2965	5902	4048
2966	5904	4045
2967	5906	4043
2968	5908	4041
2969	5910	4039
2970	5912	4037
2971	5913	4035
2972	5915	4033
2973	5917	4031
2974	5919	4029
2975	5921	4027
2976	5923	4024
2977	5924	4022
2978	5926	4020
2979	5928	4018
2980	5930	4016
2981	5932	4014
2982	5934	4012
2983	5935	4010
2984	5937	4008
2985	5939	4006
2986	5941	4004
2987	5943	4002
2988	5945	4000
2989	5947	3998
2990	5948	3995
2991	5950	3993
2992	5952	3991
2993	5954	3989
2994	5955	3987
2995	5957	3985
2996	5959	3983
2997	5961	3980
2998	5963	3978
2999	5965	3976
3000	5967	3974
3001	5969	3972
3002	5971	3970
3003	5973	3968
3004	5974	3966
3005	5976	3964
3006	5978	3962
3007	5980	3960
3008	5982	3958
3009	5984	3956
3010	5985	3954
3011	5988	3952
3012	5989	3950
3013	5991	3948
3014	5993	3946
3015	5995	3943
3016	5997	3942
3017	5998	3939
3018	6000	3937
3019	6002	3935
3020	6003	3933
3021	6005	3931
3022	6007	3929
3023	6009	3926
3024	6011	3924
3025	6013	3922
3026	6015	3920
3027	6018	3919
3028	6020	3917
3029	6022	3915
3030	6023	3913
3031	6025	3911
3032	6027	3909
3033	6029	3907
3034	6031	3905
3035	6033	3903
3036	6035	3901
3037	6037	3899
3038	6039	3897
3039	6041	3894
3040	6043	3892
3041	6045	3890
3042	6046	3888
3043	6048	3886
3044	6050	3884
3045	6052	3882
3046	6054	3880
3047	6056	3878
3048	6058	3876
3049	6059	3874
3050	6061	3872
3051	6063	3870
3052	6065	3868
3053	6067	3866
3054	6069	3863
3055	6070	3861
3056	6072	3859
3057	6074	3857
3058	6076	3855
3059	6078	3853
3060	6080	3851
3061	6095	3857
3062	6097	3855
3063	6098	3853
3064	6100	3851
3065	6102	3849
3066	6104	3847
3067	6106	3845
3068	6107	3843
3069	6109	3840
3070	6111	3838
3071	6113	3837
3072	6115	3834
3073	6117	3832
3074	6119	3830
3075	6120	3828
3076	6122	3826
3077	6124	3824
3078	6126	3822
3079	6128	3820
3080	6130	3818
3081	6132	3816
3082	6134	3814
3083	6136	3812
3084	6138	3810
3085	6140	3808
3086	6142	3806
3087	6144	3804
3088	6145	3802
3089	6147	3799
3090	6149	3797
3091	6151	3795
3092	6153	3793
3093	6155	3791
3094	6157	3789
3095	6159	3788
3096	6161	3786
3097	6163	3784
3098	6165	3781
3099	6167	3779
3100	6168	3777
3101	6171	3775
3102	6173	3774
3103	6175	3772
3104	6176	3769
3105	6178	3767
3106	6180	3765
3107	6182	3763
3108	6184	3761
3109	6186	3759
3110	6188	3757
3111	6190	3755
3112	6192	3753
3113	6194	3751
3114	6195	3749
3115	6197	3747
3116	6199	3745
3117	6201	3743
3118	6203	3741
3119	6205	3739
3120	6206	3736
3121	6208	3734
3122	6210	3732
3123	6212	3730
3124	6214	3728
3125	6216	3726
3126	6219	3725
3127	6220	3722
3128	6222	3720
3129	6224	3718
3130	6226	3716
3131	6228	3714
3132	6230	3712
3133	6232	3711
3134	6234	3708
3135	6236	3706
3136	6238	3704
3137	6240	3702
3138	6242	3700
3139	6244	3698
3140	6245	3696
3141	6248	3694
3142	6249	3692
3143	6251	3690
3144	6253	3688
3145	6255	3686
3146	6257	3684
3147	6259	3682
3148	6260	3680
3149	6262	3678
3150	6264	3676
3151	6266	3674
3152	6268	3672
3153	6270	3669
3154	6272	3667
3155	6273	3665
3156	6276	3663
3157	6277	3661
3158	6279	3659
3159	6281	3657
3160	6283	3655
3161	6285	3653
3162	6287	3651
3163	6289	3649
3164	6290	3647
3165	6292	3644
3166	6294	3642
3167	6296	3641
3168	6298	3638
3169	6299	3636
3170	6301	3634
3171	6303	3632
3172	6305	3630
3173	6307	3628
3174	6309	3626
3175	6310	3624
3176	6312	3622
3177	6314	3620
3178	6316	3618
3179	6317	3615
3180	6319	3613
3181	6321	3611
3182	6323	3609
3183	6325	3607
3184	6327	3605
3185	6328	3603
3186	6330	3601
3187	6332	3599
3188	6334	3597
3189	6336	3595
3190	6338	3593
3191	6340	3591
3192	6342	3589
3193	6344	3587
3194	6346	3585
3195	6348	3583
3196	6349	3581
3197	6351	3579
3198	6353	3577
3199	6356	3575
3200	6358	3573
3201	6360	3571
3202	6362	3569
3203	6364	3567
3204	6366	3565
3205	6368	3563
3206	6370	3561
3207	6373	3560
3208	6375	3558
3209	6377	3556
3210	6378	3553
3211	6380	3551
3212	6382	3550
3213	6384	3547
3214	6387	3546
3215	6388	3544
3216	6391	3542
3217	6393	3540
3218	6394	3538
3219	6396	3536
3220	6398	3533
3221	6400	3531
3222	6402	3530
3223	6404	3527
3224	6405	3525
3225	6407	3523
3226	6409	3521
3227	6411	3519
3228	6413	3517
3229	6415	3515
3230	6417	3513
3231	6419	3511
3232	6421	3509
3233	6422	3507
3234	6424	3505
3235	6426	3503
3236	6427	3500
3237	6430	3498
3238	6431	3496
3239	6433	3494
3240	6434	3492
3241	6436	3490
3242	6438	3488
3243	6440	3486
3244	6442	3484
3245	6444	3482
3246	6446	3480
3247	6446	3477
3248	6448	3475
