iter	RMSE
348	1459.273761
349	1458.763768
350	1458.172487
351	1457.595369
352	1456.995296
353	1456.427435
354	1455.831538
355	1455.268494
356	1454.689664
357	1454.113246
358	1453.526358
359	1452.948178
360	1452.345782
361	1451.782804
362	1451.216182
363	1450.668809
364	1450.06548
365	1449.500815
366	1448.918223
367	1448.33629
368	1447.786576
369	1447.201831
370	1446.611722
371	1446.060953
372	1445.490078
373	1444.907853
374	1444.32746
375	1443.775127
376	1443.247264
377	1442.643674
378	1442.054011
379	1441.466888
380	1440.924329
381	1440.348477
382	1439.807974
383	1439.324351
384	1438.752552
385	1438.180304
386	1437.603321
387	1437.019612
388	1436.481312
389	1435.904608
390	1435.36197
391	1434.798479
392	1434.23579
393	1433.673871
394	1433.14484
395	1432.577779
396	1432.032256
397	1431.462341
398	1430.918542
399	1430.380565
400	1429.859776
401	1429.290553
402	1428.766134
403	1428.209076
404	1427.690454
405	1427.168788
406	1426.618672
407	1426.057424
408	1425.502251
409	1424.980487
410	1424.411727
411	1423.845049
412	1423.294654
413	1422.741789
414	1422.275339
415	1421.755366
416	1421.252744
417	1420.698237
418	1420.205554
419	1419.682768
420	1419.137151
421	1418.591247
422	1418.051011
423	1417.521562
424	1416.98905
425	1416.480562
426	1415.972169
427	1415.446847
428	1414.932693
429	1414.398244
430	1413.878961
431	1413.338246
432	1412.808402
433	1412.308621
434	1411.774827
435	1411.246276
436	1410.7404
437	1410.216926
438	1409.713786
439	1409.17596
440	1408.676444
441	1408.154416
442	1407.649262
443	1407.12011
444	1406.632721
445	1406.117186
446	1405.588429
447	1405.085076
448	1404.56043
449	1404.038223
450	1403.51102
451	1403.035808
452	1402.512899
453	1401.996581
454	1401.503624
455	1401.031657
456	1400.520792
457	1400.000687
458	1399.484041
459	1399.010326
460	1398.509271
461	1398.021624
462	1397.520777
463	1397.019844
464	1396.516139
465	1396.026785
466	1395.51793
467	1395.008979
468	1394.528175
469	1394.028354
470	1393.543347
471	1393.042692
472	1392.559624
473	1392.067244
474	1391.584248
475	1391.160353
476	1390.671496
477	1390.178112
478	1389.719104
479	1389.249077
480	1388.761874
481	1388.28845
482	1387.792592
483	1387.287336
484	1386.795271
485	1386.320885
486	1385.819314
487	1385.323109
488	1384.868177
489	1384.378176
490	1383.887722
491	1383.42304
492	1382.933872
493	1382.475457
494	1381.979739
495	1381.526779
496	1381.045818
497	1380.589627
498	1380.148532
499	1379.698909
500	1379.231712
501	1378.742779
502	1378.250657
503	1377.819406
504	1377.356876
505	1376.895872
506	1376.445417
507	1375.954034
508	1375.472711
509	1375.033257
510	1374.584609
511	1374.13756
512	1373.691895
513	1373.247568
514	1372.810315
515	1372.347409
516	1371.898338
517	1371.437752
518	1370.998002
519	1370.524587
520	1370.037119
521	1369.592617
522	1369.149143
523	1368.696341
524	1368.301561
525	1367.840298
526	1367.370727
527	1366.900995
528	1366.441287
529	1365.975781
530	1365.530556
531	1365.088783
532	1364.636476
533	1364.175838
534	1363.706129
535	1363.255726
536	1362.784127
537	1362.32544
538	1361.865708
539	1361.397835
540	1360.944851
541	1360.508414
542	1360.092942
543	1359.63661
544	1359.172013
545	1358.719911
546	1358.269333
547	1357.810738
548	1357.379688
549	1356.957848
550	1356.536666
551	1356.093683
552	1355.666517
553	1355.230806
554	1354.79338
555	1354.34224
556	1353.896967
557	1353.473968
558	1353.053082
559	1352.611452
560	1352.181483
561	1351.756164
562	1351.333911
563	1350.89209
564	1350.462795
565	1350.047727
566	1349.638532
567	1349.197242
568	1348.768461
569	1348.351885
570	1347.918297
571	1347.520344
572	1347.084924
573	1346.648257
574	1346.230305
575	1345.820454
576	1345.386158
577	1344.956099
578	1344.560033
579	1344.129653
580	1343.703819
581	1343.294864
582	1342.938791
583	1342.512949
584	1342.087313
585	1341.680103
586	1341.260839
587	1340.833733
588	1340.401848
589	1340.043423
590	1339.689257
591	1339.272706
592	1338.862623
593	1338.457742
594	1338.060431
595	1337.635271
596	1337.233718
597	1336.815437
598	1336.391277
599	1335.98261
600	1335.585436
601	1335.199939
602	1334.776387
603	1334.379631
604	1334.029994
605	1333.627997
606	1333.207527
607	1332.795656
608	1332.401402
609	1331.99867
610	1331.60525
611	1331.196519
612	1330.798469
613	1330.405313
614	1330.021697
615	1329.605866
616	1329.193361
617	1328.815721
618	1328.426734
619	1328.032338
620	1327.653905
621	1327.244172
622	1326.826569
623	1326.417057
624	1326.029883
625	1325.643081
626	1325.256294
627	1324.84992
628	1324.483258
629	1324.079597
630	1323.71023
631	1323.337081
632	1322.945675
633	1322.566453
634	1322.193373
635	1321.812443
636	1321.410467
637	1321.00744
638	1320.611269
639	1320.218405
640	1319.863475
641	1319.48105
642	1319.110705
643	1318.719745
644	1318.357785
645	1317.976359
646	1317.60272
647	1317.2355
648	1316.850678
649	1316.486566
650	1316.096224
651	1315.729206
652	1315.34796
653	1314.976366
654	1314.608138
655	1314.254752
656	1313.911168
657	1313.590147
658	1313.217417
659	1312.85909
660	1312.468832
661	1312.095536
662	1311.714602
663	1311.343821
664	1310.972142
665	1310.616239
666	1310.249779
667	1309.869681
668	1309.516425
669	1309.159554
670	1308.8021
671	1308.460496
672	1308.111534
673	1307.759865
674	1307.376971
675	1307.009814
676	1306.64714
677	1306.294377
678	1305.915993
679	1305.542423
680	1305.163489
681	1304.789867
682	1304.447352
683	1304.075448
684	1303.714321
685	1303.376535
686	1303.018559
687	1302.666214
688	1302.316167
689	1301.973341
690	1301.62082
691	1301.273043
692	1300.929572
693	1300.594369
694	1300.251523
695	1299.891103
696	1299.554406
697	1299.211397
698	1298.853177
699	1298.495978
700	1298.137939
701	1297.786793
702	1297.416181
703	1297.079596
704	1296.713363
705	1296.384262
706	1296.055625
707	1295.70997
708	1295.351598
709	1295.018958
710	1294.671941
711	1294.317395
712	1293.966459
713	1293.676405
714	1293.312892
715	1292.962582
716	1292.633186
717	1292.29418
718	1291.95597
719	1291.629292
720	1291.272415
721	1290.939233
722	1290.609014
723	1290.274391
724	1289.925449
725	1289.59402
726	1289.249076
727	1288.926385
728	1288.596826
729	1288.23968
730	1287.909253
731	1287.597736
732	1287.257131
733	1286.91726
734	1286.5924
735	1286.250241
736	1285.907086
737	1285.55769
738	1285.215206
739	1284.881329
740	1284.533506
741	1284.192867
742	1283.86053
743	1283.544173
744	1283.262624
745	1282.9433
746	1282.614853
747	1282.291398
748	1281.996277
749	1281.671579
750	1281.341013
751	1281.005626
752	1280.695268
753	1280.386706
754	1280.059744
755	1279.729458
756	1279.457924
757	1279.135389
758	1278.865572
759	1278.535881
760	1278.207517
761	1277.939182
762	1277.611258
763	1277.342077
764	1277.016043
765	1276.679339
766	1276.344953
767	1276.047249
768	1275.754972
769	1275.434741
770	1275.104344
771	1274.771517
772	1274.476459
773	1274.178918
774	1273.870003
775	1273.561242
776	1273.238711
777	1272.918457
778	1272.596537
779	1272.283694
780	1271.989548
781	1271.680282
782	1271.362555
783	1271.067939
784	1270.777699
785	1270.460522
786	1270.167595
787	1269.849529
788	1269.534698
789	1269.227263
790	1268.918216
791	1268.600835
792	1268.299394
793	1267.995471
794	1267.682292
795	1267.377813
796	1267.105102
797	1266.797847
798	1266.49492
799	1266.208848
800	1265.901309
801	1265.596305
802	1265.30941
803	1264.995499
804	1264.713827
805	1264.405804
806	1264.099505
807	1263.824522
808	1263.516258
809	1263.215457
810	1262.912959
811	1262.629923
812	1262.356622
813	1262.05073
814	1261.764435
815	1261.468622
816	1261.172149
817	1260.866693
818	1260.583182
819	1260.285174
820	1259.994179
821	1259.705662
822	1259.438223
823	1259.155683
824	1258.854912
825	1258.590324
826	1258.310424
827	1258.028934
828	1257.729494
829	1257.439825
830	1257.132962
831	1256.837542
832	1256.547726
833	1256.267444
834	1255.973128
835	1255.695809
836	1255.425044
837	1255.147605
838	1254.852031
839	1254.572467
840	1254.278558
841	1254.007861
842	1253.71116
843	1253.443223
844	1253.175599
845	1252.895543
846	1252.608827
847	1252.331805
848	1252.058669
849	1251.77758
850	1251.50036
851	1251.235559
852	1250.946696
853	1250.689207
854	1250.409317
855	1250.155405
856	1249.881092
857	1249.628925
858	1249.35371
859	1249.079028
860	1248.816812
861	1248.542579
862	1248.260221
863	1248.003136
864	1247.736769
865	1247.456171
866	1247.198712
867	1246.934235
868	1246.675918
869	1246.4125
870	1246.144015
871	1245.886465
872	1245.63684
873	1245.375856
874	1245.118125
875	1244.853846
876	1244.590088
877	1244.327967
878	1244.071523
879	1243.794531
880	1243.537909
881	1243.271365
882	1243.003511
883	1242.730086
884	1242.479792
885	1242.229559
886	1241.957778
887	1241.706945
888	1241.450959
889	1241.192743
890	1240.932505
891	1240.713488
892	1240.457282
893	1240.215104
894	1239.947506
895	1239.686807
896	1239.431699
897	1239.183732
898	1238.911123
899	1238.699272
900	1238.449778
901	1238.193563
902	1237.932753
903	1237.688779
904	1237.44852
905	1237.186948
906	1236.949099
907	1236.694839
908	1236.47741
909	1236.230102
910	1235.969754
911	1235.721837
912	1235.460812
913	1235.206799
914	1234.948803
915	1234.687344
916	1234.453744
917	1234.2022
918	1233.959034
919	1233.715526
920	1233.459693
921	1233.216838
922	1232.971648
923	1232.724241
924	1232.467809
925	1232.22871
926	1231.988008
927	1231.733573
928	1231.498517
929	1231.260111
930	1231.016336
931	1230.761935
932	1230.560121
933	1230.32895
934	1230.082857
935	1229.827296
936	1229.601261
937	1229.395893
938	1229.161866
939	1228.913144
940	1228.666159
941	1228.409079
942	1228.167378
943	1227.921982
944	1227.679807
945	1227.430347
946	1227.196255
947	1226.960948
948	1226.703233
949	1226.469262
950	1226.234596
951	1225.982784
952	1225.755105
953	1225.528115
954	1225.297294
955	1225.049614
956	1224.82155
957	1224.593457
958	1224.367251
959	1224.13611
960	1223.900167
961	1223.700913
962	1223.479527
963	1223.266352
964	1223.044879
965	1222.808731
966	1222.570747
967	1222.347661
968	1222.107445
969	1221.863925
970	1221.635401
971	1221.399412
972	1221.175107
973	1220.951384
974	1220.727402
975	1220.486347
976	1220.283408
977	1220.055301
978	1219.835147
979	1219.597429
980	1219.409707
981	1219.202427
982	1218.95975
983	1218.747579
984	1218.514539
985	1218.293059
986	1218.080423
987	1217.85666
988	1217.635618
989	1217.415165
990	1217.194172
991	1217.009647
992	1216.798827
993	1216.580924
994	1216.355286
995	1216.124358
996	1215.90431
997	1215.671026
998	1215.481554
999	1215.250283
1000	1215.016424
1001	1214.799363
1002	1214.565904
1003	1214.378954
1004	1214.168636
1005	1213.951258
1006	1213.727603
1007	1213.520978
1008	1213.302164
1009	1213.068818
1010	1212.84097
1011	1212.634558
1012	1212.423684
1013	1212.201372
1014	1211.996592
1015	1211.76951
1016	1211.562602
1017	1211.348604
1018	1211.14288
1019	1210.920089
1020	1210.71428
1021	1210.499888
1022	1210.284221
1023	1210.063103
1024	1209.857009
1025	1209.641382
1026	1209.439973
1027	1209.232058
1028	1209.016719
1029	1208.802961
1030	1208.594695
1031	1208.383529
1032	1208.176575
1033	1207.97358
1034	1207.768389
1035	1207.555314
1036	1207.355905
1037	1207.147168
1038	1206.952535
1039	1206.74821
1040	1206.554531
1041	1206.342199
1042	1206.141075
1043	1205.939546
1044	1205.731536
1045	1205.525777
1046	1205.324832
1047	1205.136249
1048	1204.923546
1049	1204.73001
1050	1204.526563
1051	1204.328178
1052	1204.124534
1053	1203.928835
1054	1203.732081
1055	1203.519083
1056	1203.313627
1057	1203.128486
1058	1202.930724
1059	1202.726287
1060	1202.557873
1061	1202.35812
1062	1202.153372
1063	1201.945978
1064	1201.747815
1065	1201.543185
1066	1201.364411
1067	1201.158479
1068	1200.951076
1069	1200.74137
1070	1200.557407
1071	1200.350931
1072	1200.158104
1073	1199.953405
1074	1199.758737
1075	1199.567472
1076	1199.410061
1077	1199.228317
1078	1199.052804
1079	1198.85919
1080	1198.65783
1081	1198.468005
1082	1198.277848
1083	1198.097776
1084	1197.902117
1085	1197.704811
1086	1197.513518
1087	1197.305797
1088	1197.110687
1089	1196.912066
1090	1196.729537
1091	1196.541988
1092	1196.363409
1093	1196.173526
1094	1195.979641
1095	1195.778743
1096	1195.600224
1097	1195.412578
1098	1195.226745
1099	1195.036626
1100	1194.844512
1101	1194.64763
1102	1194.459362
1103	1194.266437
1104	1194.08878
1105	1193.900865
1106	1193.710755
1107	1193.524757
1108	1193.345677
1109	1193.168639
1110	1192.979499
1111	1192.79424
1112	1192.600714
1113	1192.418233
1114	1192.241385
1115	1192.054763
1116	1191.882724
1117	1191.702377
1118	1191.514891
1119	1191.350778
1120	1191.169557
1121	1190.982884
1122	1190.801159
1123	1190.628511
1124	1190.449991
1125	1190.282142
1126	1190.097662
1127	1189.904276
1128	1189.726057
1129	1189.549651
1130	1189.38442
1131	1189.219636
1132	1189.026747
1133	1188.849279
1134	1188.66613
1135	1188.484291
1136	1188.301643
1137	1188.127664
1138	1187.951669
1139	1187.77486
1140	1187.597788
1141	1187.434317
1142	1187.252052
1143	1187.074608
1144	1186.899426
1145	1186.73737
1146	1186.559378
1147	1186.392261
1148	1186.221855
1149	1186.053824
1150	1185.88295
1151	1185.70783
1152	1185.53418
1153	1185.353062
1154	1185.181749
1155	1185.020334
1156	1184.855978
1157	1184.677182
1158	1184.507249
1159	1184.324158
1160	1184.149611
1161	1183.991932
1162	1183.825224
1163	1183.646794
1164	1183.489792
1165	1183.325455
1166	1183.154938
1167	1182.985106
1168	1182.820037
1169	1182.665515
1170	1182.504083
1171	1182.363101
1172	1182.205114
1173	1182.041088
1174	1181.901945
1175	1181.744292
1176	1181.569207
1177	1181.403863
1178	1181.229258
1179	1181.050079
1180	1180.875402
1181	1180.708554
1182	1180.544707
1183	1180.386553
1184	1180.216913
1185	1180.051851
1186	1179.891415
1187	1179.727919
1188	1179.561906
1189	1179.42682
1190	1179.2739
1191	1179.114465
1192	1178.964873
1193	1178.798089
1194	1178.63516
1195	1178.476192
1196	1178.303388
1197	1178.168418
1198	1178.012481
1199	1177.84179
1200	1177.680808
1201	1177.518327
1202	1177.366626
1203	1177.203285
1204	1177.036835
1205	1176.876669
1206	1176.71111
1207	1176.552225
1208	1176.400153
1209	1176.239895
1210	1176.079374
1211	1175.921767
1212	1175.762464
1213	1175.607144
1214	1175.450581
1215	1175.284169
1216	1175.120544
1217	1174.968662
1218	1174.815419
1219	1174.669905
1220	1174.516765
1221	1174.367656
1222	1174.20714
1223	1174.0584
1224	1173.903853
1225	1173.740574
1226	1173.58731
1227	1173.462049
1228	1173.306566
1229	1173.150849
1230	1172.986377
1231	1172.834855
1232	1172.68753
1233	1172.530092
1234	1172.405535
1235	1172.256434
1236	1172.104883
1237	1171.977985
1238	1171.832465
1239	1171.673831
1240	1171.516044
1241	1171.381395
1242	1171.243403
1243	1171.109287
1244	1170.958407
1245	1170.813071
1246	1170.673951
1247	1170.529603
1248	1170.378619
1249	1170.243394
1250	1170.094319
1251	1169.94408
1252	1169.795834
1253	1169.646059
1254	1169.517205
1255	1169.370981
1256	1169.229797
1257	1169.089719
1258	1168.955934
1259	1168.824268
1260	1168.703513
1261	1168.555219
1262	1168.411962
1263	1168.267612
1264	1168.126263
1265	1167.986371
1266	1167.845591
1267	1167.692768
1268	1167.540476
1269	1167.398192
1270	1167.248733
1271	1167.105871
1272	1166.959778
1273	1166.817057
1274	1166.677764
1275	1166.538894
1276	1166.393282
1277	1166.277659
1278	1166.143169
1279	1165.999373
1280	1165.862701
1281	1165.723718
1282	1165.583257
1283	1165.463411
1284	1165.321124
1285	1165.18175
1286	1165.038808
1287	1164.90729
1288	1164.772002
1289	1164.636967
1290	1164.499313
1291	1164.372108
1292	1164.236204
1293	1164.101966
1294	1163.970379
1295	1163.835349
1296	1163.700792
1297	1163.554486
1298	1163.425119
1299	1163.295976
1300	1163.1692
1301	1163.024068
1302	1162.891246
1303	1162.757201
1304	1162.618573
1305	1162.489326
1306	1162.34793
1307	1162.216493
1308	1162.088288
1309	1161.945549
1310	1161.809223
1311	1161.690763
1312	1161.56202
1313	1161.426172
1314	1161.291508
1315	1161.161583
1316	1161.038305
1317	1160.92064
1318	1160.790519
1319	1160.661309
1320	1160.534963
1321	1160.40726
1322	1160.273392
1323	1160.138898
1324	1160.010287
1325	1159.885139
1326	1159.758957
1327	1159.618261
1328	1159.476124
1329	1159.356793
1330	1159.226293
1331	1159.088486
1332	1158.984487
1333	1158.85158
1334	1158.725464
1335	1158.597162
1336	1158.468987
1337	1158.347396
1338	1158.220031
1339	1158.082222
1340	1157.950075
1341	1157.848594
1342	1157.746573
1343	1157.62039
1344	1157.488325
1345	1157.354667
1346	1157.236078
1347	1157.111796
1348	1156.992751
1349	1156.871961
1350	1156.747456
1351	1156.637312
1352	1156.531933
1353	1156.401741
1354	1156.278367
1355	1156.158404
1356	1156.032644
1357	1155.901931
1358	1155.787368
1359	1155.666427
1360	1155.545025
1361	1155.447621
1362	1155.330983
1363	1155.233184
1364	1155.110364
1365	1154.996418
1366	1154.87393
1367	1154.746417
1368	1154.615834
1369	1154.495475
1370	1154.394964
1371	1154.271041
1372	1154.143996
1373	1154.015797
1374	1153.894882
1375	1153.774329
1376	1153.643206
1377	1153.512234
1378	1153.4011
1379	1153.277011
1380	1153.151485
1381	1153.028256
1382	1152.907969
1383	1152.785478
1384	1152.68773
1385	1152.592667
1386	1152.469906
1387	1152.346978
1388	1152.231423
1389	1152.114639
1390	1151.988193
1391	1151.892457
1392	1151.793995
1393	1151.686622
1394	1151.572699
1395	1151.450314
1396	1151.329032
1397	1151.212375
1398	1151.097508
1399	1150.986904
1400	1150.873297
1401	1150.762113
1402	1150.668248
1403	1150.548509
1404	1150.438561
1405	1150.317541
1406	1150.204477
1407	1150.094082
1408	1149.973597
1409	1149.860304
1410	1149.746608
1411	1149.635618
1412	1149.516533
1413	1149.399074
1414	1149.295616
1415	1149.188901
1416	1149.096936
1417	1148.986941
1418	1148.862727
1419	1148.746133
1420	1148.639591
1421	1148.521475
1422	1148.411324
1423	1148.300333
1424	1148.201189
1425	1148.09103
1426	1147.9725
1427	1147.861676
1428	1147.756444
1429	1147.656127
1430	1147.538085
1431	1147.430353
1432	1147.314831
1433	1147.207017
1434	1147.11224
1435	1147.009258
1436	1146.91234
1437	1146.793473
1438	1146.685357
1439	1146.581876
1440	1146.470628
1441	1146.360693
1442	1146.256781
1443	1146.137761
1444	1146.032616
1445	1145.913912
1446	1145.798602
1447	1145.689581
1448	1145.579181
1449	1145.470421
1450	1145.364157
1451	1145.25294
1452	1145.145464
1453	1145.044196
1454	1144.931301
1455	1144.822442
1456	1144.712455
1457	1144.605308
1458	1144.496006
1459	1144.381633
1460	1144.271994
1461	1144.16434
1462	1144.064252
1463	1143.955581
1464	1143.853547
1465	1143.736114
1466	1143.622472
1467	1143.515915
1468	1143.43529
1469	1143.328345
1470	1143.218311
1471	1143.108225
1472	1143.012005
1473	1142.90538
1474	1142.804707
1475	1142.706004
1476	1142.605167
1477	1142.508398
1478	1142.406702
1479	1142.301607
1480	1142.201841
1481	1142.103502
1482	1142.001866
1483	1141.901175
1484	1141.808346
1485	1141.714108
1486	1141.612875
1487	1141.518246
1488	1141.417615
1489	1141.313669
1490	1141.203625
1491	1141.100731
1492	1141.006531
1493	1140.900446
1494	1140.800314
1495	1140.700057
1496	1140.599277
1497	1140.497247
1498	1140.405881
1499	1140.31439
1500	1140.213643
1501	1140.119591
1502	1140.018104
1503	1139.920271
1504	1139.817619
1505	1139.712381
1506	1139.614369
1507	1139.517256
1508	1139.417122
1509	1139.32514
1510	1139.227839
1511	1139.147069
1512	1139.055877
1513	1138.95142
1514	1138.857472
1515	1138.75225
1516	1138.662345
1517	1138.571285
1518	1138.481534
1519	1138.389173
1520	1138.292748
1521	1138.202125
1522	1138.108292
1523	1138.004673
1524	1137.908832
1525	1137.822519
1526	1137.736219
1527	1137.649438
1528	1137.557219
1529	1137.45891
1530	1137.363288
1531	1137.286394
1532	1137.196526
1533	1137.105738
1534	1137.008483
1535	1136.910249
1536	1136.819493
1537	1136.71735
1538	1136.621412
1539	1136.523707
1540	1136.448215
1541	1136.351541
1542	1136.271929
1543	1136.171974
1544	1136.081601
1545	1135.987858
1546	1135.884759
1547	1135.795603
1548	1135.703627
1549	1135.617724
1550	1135.52663
1551	1135.43235
1552	1135.340706
1553	1135.247801
1554	1135.157381
1555	1135.069297
1556	1134.974692
1557	1134.890532
1558	1134.803812
1559	1134.712412
1560	1134.621564
1561	1134.528472
1562	1134.43467
1563	1134.342651
1564	1134.248431
1565	1134.167391
1566	1134.081917
1567	1133.992213
1568	1133.909841
1569	1133.818752
1570	1133.727111
1571	1133.633678
1572	1133.543191
1573	1133.466948
1574	1133.381985
1575	1133.287182
1576	1133.19705
1577	1133.107363
1578	1133.016598
1579	1132.922739
1580	1132.83126
1581	1132.740899
1582	1132.64314
1583	1132.557824
1584	1132.488581
1585	1132.394586
1586	1132.311081
1587	1132.218263
1588	1132.134157
1589	1132.056565
1590	1131.968996
1591	1131.887353
1592	1131.805844
1593	1131.725084
1594	1131.63869
1595	1131.555055
1596	1131.462081
1597	1131.376217
1598	1131.293491
1599	1131.207082
1600	1131.134024
1601	1131.046572
1602	1130.968171
1603	1130.878348
1604	1130.795722
1605	1130.710178
1606	1130.623012
1607	1130.53635
1608	1130.469196
1609	1130.40201
1610	1130.322157
1611	1130.241155
1612	1130.159641
1613	1130.076257
1614	1129.989031
1615	1129.920631
1616	1129.835676
1617	1129.771817
1618	1129.692304
1619	1129.616678
1620	1129.539184
1621	1129.459517
1622	1129.374365
1623	1129.302152
1624	1129.219386
1625	1129.147434
1626	1129.072778
1627	1129.000244
1628	1128.917502
1629	1128.834323
1630	1128.756646
1631	1128.674875
1632	1128.596593
1633	1128.515729
1634	1128.434702
1635	1128.358363
1636	1128.279819
1637	1128.198976
1638	1128.111323
1639	1128.048119
1640	1127.975617
1641	1127.892509
1642	1127.81149
1643	1127.739863
1644	1127.660294
1645	1127.578931
1646	1127.503592
1647	1127.423371
1648	1127.3414
1649	1127.260349
1650	1127.185582
1651	1127.106242
1652	1127.030621
1653	1126.949933
1654	1126.876057
1655	1126.797765
1656	1126.720068
1657	1126.644551
1658	1126.565327
1659	1126.491591
1660	1126.407794
1661	1126.329872
1662	1126.24964
1663	1126.180049
